Question,Answer,chatGPT_answer,Local_LLAMA_answer,chat_gpt_time,local_llama_time
What if I need to take an extended amount of time off from school due to an extenuating circumstance,"(such as required military service, maternity/paternity leave, scheduled surgery, etc.)?
Students may be eligible for an approved Leave of Absence. Please review Section C of the academic catalog for
more information. If you have any questions regarding the Leave of Absence policy, please be sure to contact the
Registrar’s Office directly.
Please note the following regarding the Leave of Absence policy:
●
The Leave of Absence cannot be approved retroactively.
●
An approved Leave of Absence would be effective in a future term. Students on an approved Leave of
Absence would not have to apply for readmission and would be able to retain their email accounts during
the approved absence. Prior to returning, the student would have to notify the Registrar’s Office so that
their record could be reactivated for re-entry.
Click here to return to Table of Contents
32


●
The Leave of Absence would cover eligible students for at least three and no more than seven semesters
(including summer). If the seventh semester is a spring term, students may opt to return in either the
summer or fall term.
●
Students on an approved Leave of Absence may not attend class or access other campus services.
●
The form to request an approved Leave of Absence is on the Registrar’s Office’s website.
○
Please be sure to use your advisor’s direct email address (NOT
oms-advising@cc.gatech.edu) when submitting this form via DocuSign.
●
The Leave of Absence may be used more than once but for no more than seven total semesters during
the student’s enrollment at Georgia Tech.
●
Students who have been placed on academic drop, suspended, or expelled for disciplinary reasons may
not participate.
●
Students must clear up any other issues such as registration holds or providing any requested
documentation prior to re-entry. The approved Leave of Absence does not override other considerations
or restrictions on enrollment.
●
Students should apply for a Leave of Absence as soon as possible. Applications for a Leave of Absence
will require review and signatures by the Office of the Dean of Students and the student’s major academic
advisor. Other signature approvals, such as the Office of International Education and Financial Aid, also
may need to be obtained.
○
Students should bear in mind the time limits in determining the anticipated date of return.
○
As a reminder, readmission is required when three or more consecutive terms have been missed
(the summer term counts as one of the consecutive semesters, even though students are not
required to enroll in the summer term). However, once students have made the decision that they
will have to or need to be out for three or more consecutive terms, and the students wish to return
to Georgia Tech without being readmitted, the application for a Leave of Absence should be filed
with the Registrar’s Office.
○
The clock begins when the student does not enroll for a third consecutive term. The Leave of
Absence would have to be in effect for the third consecutive missed term to avoid readmission.
●
Students must file a Return from Leave of Absence form to return. If the leave exceeds the
seven-semester time frame, the student must apply for readmission. The form is available on the
Registrar’s Office’s website under the “Forms” menu.
●
As stated previously, the Leave of Absence, if approved, would be effective in a future term. It will not be
approved to be effective in the term in which the application is made. It in no way supplants or replaces
any other policy. If a student needs to withdraw from classes within a given term, they should follow the
standard withdrawal process, and if a Leave of Absence is needed or desired, it would be effective for a
future term(s) only as approved.
●
Applications for a Leave of Absence are due by:
○
Fall – July 1
○
Spring – December 1
○
Summer – April 1
Graduation",,You may be eligible for an approved Leave of Absence. Review Section C of the academic catalog for more information. Contact the Registrar's Office directly if you have any questions regarding the Leave of Absence policy.,0.0,1.09
When do students need to apply for graduation?,"Students will need to apply for graduation in the semester preceding the semester they plan to graduate. For
example, students who will be graduating by the end of the Spring 2024 term were asked to apply for graduation
during the Fall 2023 term. OMSCS Advising will send email notifications with step-by-step instructions on how
and when to apply for graduation.
Please note that our departmental deadline is earlier than the posted Institute deadline for students’ benefit. If the
advisors do not have time to process/audit students’ graduation application materials before the registration
period ends for the anticipated graduation term, we cannot ensure that students will meet their degree
requirements by the end of that term.",,"Students need to apply for graduation in the semester preceding the semester they plan to graduate. For example, students who will be graduating by the end of the Spring 2024 term were asked to apply for graduation during the Fall 2023 term. Students will receive email notifications with step-by-step instructions on how and when to apply for graduation from OMSCS Advising.",0.0,1.71
What is the process once I apply for graduation?,"After you submit your Online Application for Graduation (OAG) and completed Program of Study (POS) form, your
Click here to return to Table of Contents
33


advisor will conduct several audits on your record to ensure you are on track to graduate by the end of the term:
●
The first audit is completed prior to the start of Phase II registration for your graduation term. The
purpose of this audit is to ensure you are enrolled in the course(s) you need to fulfill your degree
requirements.
●
The second audit is completed after Phase II registration has ended to ensure that you remained
registered in the appropriate course(s).
●
The third audit is completed after the semester’s withdrawal deadline to ensure you did not withdraw from
a course(s) you need to graduate.
●
The final audit is completed after grades have been released for the semester so that we can confirm that
you successfully met all of your degree requirements.",,"After you submit your Online Application for Graduation (OAG) and completed Program of Study (POS) form, your advisor will conduct several audits on your record to ensure you are on track to graduate by the end of the term. If there is a discrepancy in your record, they will notify you promptly so that you can make necessary changes. Your advisor will then submit your application for graduation after ensuring you meet all the degree requirements.",0.0,1.85
"When registering for my final semester, what happens if I am waitlisted for a course(s) that I need to graduate, or the wait list for the course(s) I need to graduate is full?","
As we have done in previous semesters, we will ensure that official degree candidates (students who have
submitted the OAG and a completed POS form to their advisor by the departmental deadline) are registered for
the specialization course(s) that they need to graduate. As we are conducting our first audit, we make note of any
degree candidates who are waitlisted for or not yet waitlisted for a specific specialization course(s) that they need.
As we get closer to the Phase II registration period, we will bump these students to the top of the wait list(s).
There may be an exception to this process for specific courses, such as CS 6515, but our office will send detailed
instructions regarding this, if applicable.
Please note that we only do this for specialization courses, not “free” electives.
As with any waitlisted course, please be sure to monitor your account carefully and frequently to ensure that you
do not miss a wait list notification, if you receive one. If you are not yet on the wait list, be sure to monitor the
course, add yourself to the wait list as soon as a space becomes available, and notify your advisor once you are
on the wait list if you need to be prioritized as an official degree candidate.",,"If I am waitlisted for a course(s) that I need to graduate, or the wait list for the course(s) I need to graduate is full, my wait list position could change due to degree candidates receiving priority. Unfortunately, students cannot be added to a course once Phase II registration has ended. If I don't secure a spot in the needed course by then, I may need to enroll in a backup course prior to the end of the active registration period.",0.0,2.11
What resources should I consult as a degree candidate?,"Please visit the Registrar’s “Degree Candidate” website for helpful information. There are additional links
available on the Commencement website that may be of interest to you, including information regarding the
commencement ceremony. The Commencement Office’s contact information can be found online if you have any
questions.",,"As a degree candidate, I recommend consulting the Registrar's ""Degree Candidate"" website and the Commencement website for helpful information. You can also find contact information for the Commencement Office online if you have any questions. Additionally, visit DegreeWorks to check your degree progress and plan for future courses using the ""what if"" feature.",0.0,1.55
Am I invited to participate in the commencement ceremony?,"OMSCS students are invited to participate in the commencement ceremonies. Please note that commencement
ceremonies only take place in the spring and fall terms. If you are a summer graduate, you would be invited to
attend the fall commencement ceremony. For more information regarding commencement ceremonies, please
visit the Commencement website.",,"You are not explicitly invited to participate in the commencement ceremony according to the context. However, OMSCS students are invited to participate, and since no specific exclusion is mentioned for you, it is likely that you too are invited to attend the ceremony.",0.0,1.18
How long after commencement will I receive my diploma?,"Diplomas are printed by an outside company, and it typically takes eight to twelve weeks after the commencement
ceremony for the diplomas to be printed and mailed.",,It typically takes eight to twelve weeks after the commencement ceremony for diplomas to be printed and mailed.,0.0,0.74
Who should I contact if I need to update my diploma address or if I have other questions regarding my,"diploma?
Please send a message from your GT email account to diplomas@registrar.gatech.edu for assistance with
updating your diploma address or if you have any other questions regarding your diploma.",,You should send a message from your GT email account to diplomas@registrar.gatech.edu for assistance with updating your diploma address or if you have any other questions regarding your diploma.,0.0,1.13
"I have applied to graduate by the end of the semester, and I need a document to prove this. Are there any","documents that the Institute can provide to show that I am approaching my graduation date?
As per the Registrar’s website, “[s]tudents who have petitioned for a degree for the term may request a letter
stating that they have a ‘pending’ degree and that the degree will be awarded when all requirements for the
degree are completed. This option is not available for students who have already been awarded a degree.
Students who wish to have verification of an awarded degree should request a Degree Verification instead.”
Please visit the website linked above for more information on how to request this letter.",,"Once you apply for graduation, you'll receive an email from our department with instructions on what to do next. Typically, you'll need to submit all required official transcripts and documents to avoid any potential holds.",0.0,1.02
"If I am not sure that I will meet the degree requirements by the end of the term, am I still permitted to","attend the commencement ceremony?
Since grades are not finalized until after the commencement ceremony, there have been times when students
Click here to return to Table of Contents
34


have attended the commencement ceremony but unfortunately did not earn the grade(s) they needed. In this
case, the student would need to enroll in a future term in order to fulfill the degree requirements.
Therefore, if you are a degree candidate and have followed the steps on the Commencement Office’s website to
attend the ceremony, you should be eligible to attend, even if you are not sure you will obtain the grade(s) you
need. Please feel free to contact the Commencement Office directly if you have additional questions regarding
this. As a reminder, the Commencement Office’s contact information can be found online.",,"You are still permitted to attend the commencement ceremony even if you're unsure about meeting degree requirements. However, if you don't meet the requirements, you'll need to enroll in a future term to fulfill them. Grades aren't finalized until after the ceremony.",0.0,1.23
When will I know that I completed my degree requirements and will graduate from the OMSCS program?,"Grades typically are released on the Tuesday after the commencement ceremony. Our office performs the final
degree audit once grades have been posted so that degrees can be conferred by the Thursday of that same
week. Therefore, as explained previously, it unfortunately is possible for students to attend the commencement
ceremony and later discover that they did not earn the grade(s) they needed to fulfill the degree requirements.
We will notify students if this is the case, but fortunately this does not happen often.",,"You will know you completed your degree requirements and will graduate from the OMSCS program when grades are released on the Tuesday after the commencement ceremony, typically following a final degree audit performed by our office. You will be notified when you have fulfilled all graduation requirements, including completing foundational coursework with a grade of B or better. It is recommended to apply for graduation in the semester preceding the semester you plan to graduate.",0.0,1.94
What happens if I apply to graduate and do not meet the degree requirements by the end of that term?,"If you did not meet the degree requirements by the end of the term for which you applied to graduate, your
graduation application would be inactivated. To clarify, these are the most common reasons why your graduation
application would need to be inactivated:
●
You did not register for the courses you needed to fulfill your degree requirements by the end of the term.
●
You withdrew from a course(s) you needed to fulfill your degree requirements by the end of the term.
●
You did not earn the grade(s) you needed to fulfill your degree requirements.
●
You did not earn the overall cumulative 3.0 GPA requirement.
Once your graduation application was inactivated, you would need to re-apply for graduation and submit updated
graduation materials as instructed by OMSCS Advising for your new anticipated graduation term.",,"If you apply to graduate and do not meet the degree requirements by the end of that term, your graduation application would be inactivated. This is because you did not register for the courses needed to fulfill your degree requirements by the end of the term. As a result, you would need to re-enroll in future terms to complete your degree requirements.",0.0,1.64
"What happens if I pass my courses and fulfill my course/specialization requirements, but my cumulative GPA is below 3.0?","Even if you complete your courses and ultimately fulfill your course/specialization requirements for the MSCS
degree, you cannot graduate from the OMSCS program if your cumulative GPA is not 3.0 or higher. Therefore,
you would be required to take additional courses beyond the required 30 hours in order to increase your GPA and
meet the minimum requirement of a 3. 
0 Please be sure to contact your advisor directly for further guidance, especially if you are considering repeating a course, as students cannot repeat courses in which the grade of “B”
or higher has been earned previously.",,"If you pass your courses and fulfill your course/specialization requirements but your cumulative GPA is below 3.0, you will not graduate from the OMSCS program. You would need to take additional courses beyond the required 30 hours in order to increase your GPA and meet the minimum requirement of a 3.0. Once your graduation application is inactivated, you would need to re-apply for graduation and submit updated graduation materials as instructed by OMSCS Advising for your new anticipated graduation term.",0.0,2.25
Is it possible to graduate with honors/distinctions from the OMSCS program?,"Graduating with distinction/honors is not available at the graduate level at Georgia Tech. Please visit
https://registrar.gatech.edu/info/degree-candidate-faq#about-honors for more information.",,"No, it is not possible to graduate with honors or distinctions from the OMSCS program. The program does not have a graduation with honors/distinctions option. Students are eligible for graduation if they meet all degree requirements, regardless of their grades.",0.0,1.22
Can I continue taking OMSCS courses after I graduate from the program?,"It is possible for students to continue taking courses after they have graduated. In the semester you are
graduating, you should tell your academic advisor (after your graduating term’s withdrawal deadline) that you wish
to become a special/non-degree student in the next (or in a future) term. Term-specific information regarding the
exact timeline and deadline to submit the required form should be available after that term’s withdrawal deadline.
To confirm, special/non-degree requests are not processed until after degrees have been awarded by the
Registrar’s Office at the end of the term, as the advisors do not want to request the status change in the
unfortunate event that a student did not fulfill the degree requirements that term as planned.
Please keep in mind the following regarding the special/non-degree student status:
●
You will continue paying OMSCS tuition and fees.
●
You will have a later registration time ticket than most degree-seeking students.
●
The same rule applies in that if special/non-degree students do not enroll for three consecutive terms
(including the summer term), they have to apply for readmission.
●
The special/non-degree status will last until you apply for another program at Georgia Tech.
●
There is no overall limit on how many courses you can take as a special/non-degree student.
●
You would earn credits in the sense that if you wanted to transfer them to another institution, you could.
However, at Georgia Tech, the credits would not count for anything.
●
Courses taken as a special/non-degree student will alter your GPA because the GPA does not start over
Click here to return to Table of Contents
35


with a new class standing. However, for the purposes of your resume, whatever your GPA was when
your degree was awarded will be your MS GPA.
●
Courses taken as a special/non-degree student will appear on your transcript and become a part of your
student record (this is not optional).",,"Yes, you can continue taking OMSCS courses after graduating from the program. You should inform your academic advisor of your intention to become a special/non-degree student in the next term or future terms.",0.0,1.12
Can I continue being a TA after I graduate from the program?,"This is possible, but it is more complicated than taking courses after graduating. You would have to be hired as a
part-time instructor. The hiring takes more time, and you have to consent to a background check. Therefore, you
should be absolutely sure that you really want to continue being a TA before you apply.
Also, please note that international students who are not living in the U.S. most likely cannot be hired as TAs, as
the Institute has to be able to verify your identity and conduct a background check, and you have to have a Social
Security number to do this. International students who are not living in the U.S. may not work as TAs for free.
Unless we hire them as a TA, there is no way of holding them accountable for their work as a TA.",,"Yes, it is possible to continue being a TA after graduating from the program, but you would need to be hired as a part-time instructor and consent to a background check. This process takes more time, so you should ensure you really want to continue before applying. You can earn credits that could be transferred to another institution, but not at Georgia Tech.",0.0,1.63
What technology-related services will I retain as a graduate of Georgia Tech?,"Please visit https://gatech.service-now.com/home?id=kb_article_view&sysparm_article=KB0027556 and
https://gatech.service-now.com/home?id=kb_article_view&sysparm_article=KB0027561 for information on what
will happen to your GT accounts once you have graduated from the OMSCS program. If you have any questions
regarding this, please contact OIT directly. Their contact information can be found on their website.",,"As a graduate of Georgia Tech, you will retain access to some technology-related services, including your GT email account. You will also be able to log into the GT network from off-campus using your GT login credentials. Additionally, you may continue to use certain software and applications provided by the university.",0.0,1.6
How can I request a degree verification from the Institute?,"Please visit the Registrar’s website for information on how to request a degree verification.
Click here to return to Table of Contents
36",,Students who have petitioned for a degree can request a letter stating that they have a 'pending' degree. This option is only available for students who have not yet been awarded a degree. You may also request a Degree Verification to confirm your awarded degree.,0.0,1.2
